path,label,split,sampled_frames,fps,width,height,people_mean,people_std,people_p90,people_trend,flow_mean,flow_std,flow_p90,flow_trend,coherence_mean,coherence_std,coherence_p90,coherence_trend,speed_mean,speed_std,speed_p90,speed_trend
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0030_clip_049.mp4,No Panic,train,48,29.97,640,360,6.229166666666667,1.571087512591906,8.0,-0.09948979591836754,7.972352164856931,2.697812085554458,11.693676757812499,0.14712662737089444,0.6557256015057259,0.19302121969552358,0.852503776550293,-0.0025788735973956253,91.41145228103355,100.5900635537755,187.35583648681634,0.5200093328014238
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0030_clip_050.mp4,No Panic,train,48,29.97,640,360,3.8333333333333335,2.2110831935702664,7.0,-0.021059487624837222,6.173911921521451,1.6049040374656558,8.2847279548645,-0.01439180796505892,0.4382151909806627,0.20643183352153072,0.703239643573761,-0.009971396522432781,110.41733061906064,141.01212650753772,314.0533020019532,-0.6290275902741711
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0030_clip_051.mp4,No Panic,test,48,29.97,640,360,3.2291666666666665,1.3266433729110807,5.0,0.015251845419018615,7.882484603435435,2.4885705238999485,10.815667152404785,0.07832944781883915,0.404752993044701,0.17594851150090496,0.6223038792610168,-0.008770401873879969,63.03031490278244,93.93652301264864,169.53472900390628,0.984386723566348
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0030_clip_052.mp4,No Panic,train,48,29.97,640,360,1.5208333333333333,1.7319255100096604,4.0,0.09395353886235348,11.128173280269541,2.61958454141376,14.308643150329589,0.07822877295473794,0.4982228132480003,0.25247344082991685,0.8273855924606323,0.0129703416029865,141.50011931525336,104.70640987624175,318.5981994628907,-1.0627698817979248
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0030_clip_053.mp4,No Panic,train,48,29.97,640,360,4.416666666666667,1.2555432644432802,6.0,0.048632218844984705,8.235980054165454,1.6095027761018632,10.093069458007813,-0.08171977492860891,0.6572532286035254,0.1357554822814236,0.8090954899787903,-0.004243132843533449,73.19683137679482,74.74224456467702,114.77935333251955,0.24004606232471226
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0030_clip_054.mp4,No Panic,train,48,29.97,640,360,5.875,1.2011279421166312,7.0,-0.002930959617889799,4.607715469725589,0.8981973452974309,5.631590461730957,0.01485592016569449,0.2910223575110765,0.13513563530226838,0.47134258747100827,-0.002209318613514617,63.54979615477452,93.97050615446452,130.57577514648438,-0.07749945756629596
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0030_clip_055.mp4,No Panic,train,48,29.97,640,360,1.7291666666666667,1.788150619743451,5.0,-0.07365392965696918,10.432722309802442,4.83995674358046,17.365479278564454,-0.056067272317729296,0.6101782822862585,0.1621124089740004,0.8407141685485839,0.0029514414446978124,177.35608443507442,140.04606336281458,369.831253051758,3.761573082727774
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0030_clip_056.mp4,No Panic,train,48,29.97,640,360,1.6666666666666667,1.2304019216861166,3.0,-0.06752062527138518,7.8761855896483075,5.618380185633668,16.812602233886718,0.19784128721062508,0.5596912232960792,0.26179542525143473,0.8859965682029723,-0.007852499508949392,78.90147220111284,85.20997498179317,136.682373046875,-0.34109410326799733
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0030_clip_057.mp4,No Panic,train,48,29.97,640,360,1.8333333333333333,2.6874192494328497,7.0,-0.10204081632653066,18.867060263106165,6.732543255697163,24.22603569030762,0.26440890935645084,0.9280381526084657,0.09994839109560513,0.9880705237388611,-0.00116183105976794,266.6569108846711,214.31203071477796,598.81396484375,-4.28609587348712
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0030_clip_058.mp4,No Panic,train,48,29.97,640,360,1.1666666666666667,1.0474837574980447,3.0,-0.032240555796786835,10.0420176323424,3.692518031973784,14.706275749206542,-0.16342221190816936,0.6979234660876558,0.26354978376510435,0.9518897771835327,-0.015458817461938017,181.8919519696917,111.43609892919768,278.5786071777344,-3.951682064579982
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0030_clip_059.mp4,No Panic,train,48,29.97,640,360,0.8333333333333334,1.1606990230986765,3.0,-0.03213200173686498,5.056502783552129,1.7585456408050832,7.101647472381591,0.05340505991679008,0.6133723607722749,0.17397233401786602,0.8162883996963501,-0.007848296238662577,39.37865068444184,37.59483937205272,84.36593475341797,-0.5733354689485057
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0030_clip_060.mp4,No Panic,train,48,29.97,640,360,1.375,1.2520816001097266,3.0,0.06089882761615285,5.279196592087441,1.4132367896570157,7.195190525054931,0.028903037144231376,0.3584134894165587,0.1541974023641764,0.5663353681564331,0.007338956209497526,35.44659860237785,45.86228793277949,112.54327011108398,-0.08450551746143749
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0030_clip_061.mp4,No Panic,train,48,29.97,640,360,3.7708333333333335,1.2948549361050279,5.0,0.027627008250108442,5.489408452460107,0.9097975953663751,6.620588684082031,0.01385788008860146,0.4663657040355053,0.16084708334126552,0.6442455768585205,-0.0034896420628507865,39.53505325085157,72.7332527304005,126.66251296997076,0.10609320214709773
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0030_clip_062.mp4,No Panic,train,48,29.97,640,360,3.4583333333333335,1.2068956964966866,5.0,-0.05916196265740349,5.261933275993834,0.9277371777044715,6.362489986419678,0.0005233133147978421,0.29446039483585257,0.14380769885989608,0.4943142175674438,0.003255586372903799,30.527187075217565,65.72973004501712,76.8693649291992,-0.3539869766530157
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0030_clip_063.mp4,No Panic,test,48,29.97,640,360,2.6458333333333335,1.163500167120267,4.300000000000004,-0.020028224055579733,4.796167652657691,0.7732564940413069,5.917697238922119,0.017683446517595063,0.24715937688907094,0.14997884747411164,0.46134944558143615,-0.0018879558293258265,27.350307172761774,87.24818605657846,24.523255348205566,-0.1557368927114027
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0030_clip_064.mp4,No Panic,train,48,29.97,640,360,2.3125,1.244257643469926,4.0,-0.062038645245332195,4.809174294167376,0.7087677265419197,5.733964633941651,0.012324788055411108,0.22231399462102575,0.12718300521474957,0.3953517496585846,-9.610966773260644e-05,30.996075851221878,37.68586949372024,87.01103591918945,0.20367946991342198
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0030_clip_065.mp4,No Panic,train,48,29.97,640,360,2.2708333333333335,1.286785130556855,4.0,0.07235128093790709,6.524058321689037,1.5623233787412318,8.481642913818359,0.09126171687485224,0.5101544765081811,0.21822034047154842,0.8172815322875976,0.011855522250785918,90.40459995932049,118.38850694818952,257.3021850585938,1.4271169770679957
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0030_clip_066.mp4,No Panic,train,48,29.97,640,360,2.4375,0.8875586835058663,4.0,-0.01753148067737741,5.082530356468038,1.2365109588531744,6.809735107421875,0.03451368526988955,0.33828624298280857,0.1821314651290043,0.6130619764328002,0.002035795862180814,70.08672896385193,87.50305833293017,148.23019104003907,-0.2982088866635842
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0030_clip_067.mp4,No Panic,train,48,29.97,640,360,3.2291666666666665,1.4029668464444276,5.0,0.04434433347807206,7.866337558056446,3.8538696632952556,13.58863296508789,-0.044560427195930945,0.4774807542562485,0.2249158136836473,0.7755587339401245,0.0016133045014355884,108.314932009646,118.29648683783002,209.57679748535156,0.021974176336759205
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0030_clip_068.mp4,No Panic,train,48,29.97,640,360,2.5416666666666665,1.274073737618388,4.0,-0.000651324359531101,5.271586494242891,1.0031821291374907,6.583435821533203,0.023518520797655422,0.5304085236597569,0.1908511225886077,0.7673564553260803,-0.009200144990775509,103.37716589655194,91.36741113533772,179.46675567626949,0.3779917506154907
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0030_clip_069.mp4,No Panic,train,48,29.97,640,360,4.583333333333333,1.5920810978785667,6.0,-0.054385584020842544,7.009681478459784,1.2008232486119785,8.336680030822754,0.03706347038082016,0.35938838163905956,0.1516091319162725,0.5735808372497558,-0.0076542444635702925,68.87693477123179,94.97361242332494,182.50799255371095,-0.018573717830009173
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0030_clip_070.mp4,No Panic,test,48,29.97,640,360,2.3958333333333335,0.567875548768292,3.0,5.427702996088983e-05,6.890156340091787,1.3179107943926096,8.59980354309082,0.02244893623434982,0.3918013224734905,0.17740769899611003,0.6176868081092834,0.007390731298188085,54.59050221492847,100.84981938359678,130.8116569519043,-1.1242316968937145
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0030_clip_071.mp4,No Panic,test,48,29.97,640,360,3.0,1.1547005383792515,4.0,0.008250108554059861,6.632015086234884,1.5948004138708924,8.682704544067382,-0.027324918405972173,0.40914815133239363,0.2035164403208301,0.7524492979049683,-0.007904805294707561,113.48960960420789,126.57270972870873,213.19019470214843,-1.10851620720996
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0030_clip_072.mp4,No Panic,train,48,29.97,640,360,2.7291666666666665,1.922883937966327,5.0,0.05378853669127224,11.731170613714989,3.9359258685184226,17.200680541992188,0.19122537058001873,0.4904196195779963,0.2466380565120512,0.8147795796394348,0.009558804804471278,170.67014540717716,119.48859168716307,310.451873779297,1.5656926198888548
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0030_clip_073.mp4,No Panic,train,48,29.97,640,360,2.1458333333333335,2.0309027480955906,6.0,-0.0022253582283977757,11.004198043904406,3.189185495120819,15.376045036315917,-0.010368972934031074,0.5029918263725778,0.2025996424699992,0.744925856590271,-0.0026894567924604217,213.58518426418306,183.3311072487987,509.698974609375,3.293683869169175
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0030_clip_074.mp4,No Panic,train,48,29.97,640,360,0.20833333333333334,0.4061164310337068,1.0,0.003907946157186278,5.8663059599856116,1.6473591931842821,8.265881538391113,-0.08445572345814799,0.5958497311048051,0.2002717522582769,0.8373205065727234,-0.012000837716533281,124.11985969543457,39.678792060172725,165.64999389648438,34.15745315551757
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0030_clip_075.mp4,No Panic,test,48,29.97,640,360,0.6041666666666666,0.5299207225823711,1.0,0.010366912722535811,5.082238166890246,0.919387726551955,6.221896076202392,-0.024995790103538217,0.4052184595072523,0.09902165735577596,0.5168886184692383,0.0015978432509438235,91.3540559851605,63.89620290169532,183.87235412597656,3.2648229108968736
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0030_clip_076.mp4,No Panic,test,48,29.97,640,360,1.0833333333333333,0.2763853991962833,1.0,-0.0009769865392965879,6.295627330211883,2.671713566911549,9.486146736145018,0.16203665521054444,0.5177372701941653,0.15879756209120582,0.7408014535903931,0.0009003174521380596,137.19386323969414,70.60798094862231,238.85035705566403,1.529684218513425
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0030_clip_077.mp4,No Panic,test,48,29.97,640,360,1.0625,0.24206145913796356,1.0,0.0027681285280069393,7.509861910596807,1.8892619030397815,9.723232078552245,-0.09525131589279026,0.43483071710835114,0.18203935987653427,0.6593202471733093,0.0007255383475126187,113.44596676116294,40.244738489732896,168.65033874511718,0.23541820104424482
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0030_clip_078.mp4,No Panic,train,48,29.97,640,360,2.0,1.399404635312222,3.3000000000000043,0.05243161094224924,10.667567882132023,6.3303389133595855,20.030857467651362,0.43242057791250277,0.5567884556156524,0.18566743230853766,0.7877948760986329,0.004639912310515591,210.49240390459696,154.92755646475368,367.08436889648436,3.57845342770306
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0030_clip_079.mp4,No Panic,train,48,29.97,640,360,3.125,2.077909606631947,6.0,-0.045918367346938854,13.092638330256685,4.012818769768899,18.833787536621095,-0.12779052747167113,0.5097738711282294,0.25574679250164545,0.8684036612510682,-0.011052191358707518,186.732484140316,139.93466937196573,401.7779479980469,0.8192514797982755
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0030_clip_080.mp4,No Panic,train,48,29.97,640,360,0.7916666666666666,0.7894706383956841,1.0,-0.01823708206686932,6.578754059811856,1.6324584521212915,9.074931526184082,0.033762648191637344,0.20075534521899324,0.12412998645999598,0.37441471219062805,-0.0011754605680476661,112.08329908309445,63.44338396912461,201.25314331054688,1.4991405333242132
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0032_clip_001.mp4,No Panic,train,48,23.98,640,360,3.0833333333333335,1.5115297622680877,5.0,-0.04439861050803304,1.3714481966292604,0.8614797725978811,2.59910135269165,-0.00989535835870539,0.5351514502408656,0.18494319642526993,0.8251911520957946,-0.008586685551428662,120.05155875697984,126.19570716544759,200.26321716308578,0.6358544749570012
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0032_clip_002.mp4,No Panic,train,48,23.98,640,360,7.520833333333333,2.3891210320022624,10.0,0.0013569257490229037,3.899702508398827,1.9468804689817587,6.745629119873047,-0.08001002004916305,0.30444879687212884,0.13687195758093657,0.48516594171524047,-0.00034859974909087776,124.26237670023977,117.44654287646345,257.54522705078125,-0.27607496256915054
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0032_clip_003.mp4,No Panic,test,48,23.98,640,360,6.375,1.5761900266148114,8.0,-0.05080330004342172,2.311172919070467,1.8173889601424216,5.208530902862549,0.10426500205305526,0.2140708207846322,0.10421648023182466,0.36878005266189573,-0.0019110604150567093,96.01092312733333,112.08663339976117,223.32085418701172,0.1527324201857961
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0032_clip_004.mp4,No Panic,train,48,23.98,640,360,4.5,1.632993161855452,6.0,0.04309596178897086,2.0956587728033673,1.3863667168640523,4.0794049263000485,-0.0678433870188513,0.3406136249925228,0.13964129666319647,0.50402352809906,0.004989120803401221,90.57471716268496,100.93180846046889,221.6188201904297,-0.1384064593253199
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0032_clip_005.mp4,No Panic,train,48,23.98,640,360,9.3125,1.8045803990586473,11.0,0.05216022579244459,1.8723472661160407,0.4363229312648818,2.4114462852478025,0.0020049403350073393,0.37810126999194954,0.1543326436617936,0.5523626685142518,0.0024798962673789234,81.25519319476983,85.80581363391902,121.05194091796875,0.09146499820820701
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0032_clip_006.mp4,No Panic,train,48,23.98,640,360,8.8125,2.773807927140354,13.0,-0.11902952670429885,1.369105209695532,0.47592066054305865,2.0366175174713135,-0.021130115186638765,0.20724544151032226,0.10631963969395127,0.3538593351840973,0.0036415993796005044,86.02800412075494,102.6858777312484,106.82391433715824,-0.10098585990488436
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0032_clip_007.mp4,No Panic,test,48,23.98,640,360,5.125,1.033299730636437,6.0,-0.03528006947459839,0.5453103907564854,0.13417971633649398,0.740558910369873,-0.002015768399567211,0.2757199317850965,0.13993943287242913,0.47169743180274964,-0.0007489539366680645,70.41209847959753,70.08043660730088,83.64338226318361,-0.043721345581611566
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0032_clip_008.mp4,No Panic,train,48,23.98,640,360,2.2708333333333335,1.3187681015082051,4.0,-0.037613981762918004,2.2596924397698106,2.492901503201912,6.016914558410644,0.09167670788998121,0.37029004651815334,0.16264534216844576,0.5538196921348572,3.9302513940705285e-05,89.69839321136475,68.87315473034562,200.4984863281254,0.0570850638759546
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0032_clip_009.mp4,No Panic,train,48,23.98,640,360,0.0,0.0,0.0,0.0,0.03999907609590508,0.04686359513423436,0.06657718792557715,0.001104991161070633,0.23668149232547334,0.13332913531982138,0.3959188103675842,0.002906085843191062,0.0,0.0,0.0,0.0
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0033_clip_001.mp4,No Panic,train,48,25.0,640,360,47.104166666666664,4.214259441335914,53.0,-0.13835214937038667,0.9843054832296169,0.22241285982719464,1.269002318382263,0.0035549066512811935,0.25458499060032214,0.16463286219643106,0.5354822158813476,-0.0037281118840785522,39.104671662720925,85.27593197439774,58.022993087768555,0.001254607993334991
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0033_clip_002.mp4,No Panic,test,48,25.0,640,360,42.416666666666664,3.4751099103321743,46.300000000000004,0.019973947025617986,0.9666097848973376,0.1839430982858763,1.1990270853042602,0.0024510502856600587,0.1973046699855873,0.12280593681436121,0.4068325400352478,0.0015858777611973914,40.593751568196886,81.58364754578454,64.9754623413086,0.004542376891466492
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0037_clip_198.mp4,No Panic,test,48,30.0,640,360,0.7291666666666666,1.0152910775842672,2.0,0.038156752062527145,2.6675335067383785,0.4822878620113855,3.407625436782837,0.022888249470391402,0.3543965350440208,0.08656430123388947,0.4712920725345611,0.003446759814594657,123.86373825073242,168.62512633587323,433.2731628417968,10.54151987007686
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0037_clip_199.mp4,No Panic,train,48,30.0,640,360,1.5416666666666667,1.4282613750835509,3.0,-0.02225358228397744,3.8688712018601437,0.6494023483000269,4.885090541839599,-0.004401972401925034,0.4106387700489227,0.1633979950747701,0.6253405809402466,-0.007827728741201785,59.85542515552405,33.42800932741947,97.99673461914062,-2.4751328996477255
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0037_clip_200.mp4,No Panic,test,48,30.0,640,360,2.7083333333333335,2.380111458641287,6.300000000000004,0.12244897959183675,4.103398302768139,1.2858000379421062,5.7017693519592285,-0.07670445493478449,0.6030928800080685,0.22049439862715312,0.8439933776855468,-0.0021714640128237587,80.540170135123,104.88192410846789,144.73317871093752,-0.1413472608274696
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0037_clip_201.mp4,No Panic,test,48,30.0,640,360,1.7708333333333333,1.6738128048128784,5.0,-0.0759335649153279,2.014065833801919,0.34858344833304145,2.553879165649414,-0.012410485074544342,0.8333688682698189,0.05333798679585153,0.8921259999275207,-0.0034836555842334234,74.37083026568095,105.96440540726631,108.41341323852545,-1.2400099006021104
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0037_clip_202.mp4,No Panic,train,48,30.0,640,360,0.4583333333333333,0.705878097754059,2.0,-0.01769431176726011,1.7749077379703522,1.2542116651910615,3.9318374633789057,0.05707329519913222,0.6787320159851237,0.11142462615142015,0.8094209551811218,0.00389146736920376,12.152734152972698,8.84582299660281,23.906420707702637,0.1388162484940367
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0037_clip_203.mp4,No Panic,test,48,30.0,640,360,0.375,0.6653633092779713,1.0,0.018454190186712984,4.885608302785995,1.486226957217797,6.499296760559082,-0.03379267178455179,0.6889897832211028,0.2786716217695995,0.9464352250099182,-0.014059881118852488,19.929666731092667,11.569962894611143,31.91833724975586,-1.4265234470367436
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0037_clip_204.mp4,No Panic,train,48,30.0,640,360,1.9791666666666667,1.1635001671202667,4.0,0.02263352149370386,3.982167081629976,2.0237192902700776,6.997194480895995,-0.1284865809468403,0.8505659141439073,0.0357987705897145,0.8809193015098572,0.0015100456781127138,64.41570372051663,94.01313491963946,80.0108871459961,-0.06711463577395152
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0037_clip_205.mp4,No Panic,train,48,30.0,640,360,3.9791666666666665,2.428044337642037,7.300000000000004,0.12076639166304819,2.2242899422949933,0.5600616324337114,2.857642984390259,0.01922331958540496,0.8514366225993379,0.020341342741958583,0.874647068977356,0.0004146590374003506,61.86110118998597,50.051704235100885,132.02261352539062,0.03961119805116942
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0037_clip_206.mp4,No Panic,train,48,30.0,640,360,7.729166666666667,1.8567397876086162,10.0,-0.007110290924880666,2.713659068371387,0.3997847686222665,3.1044725894927976,-0.0005283803988341353,0.39525298354156474,0.15948389231173388,0.6112605571746825,-0.0036131961005813062,70.54658512614276,97.99619034865218,136.55540771484374,-0.2971814247533792
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0037_clip_207.mp4,No Panic,test,48,30.0,640,360,5.770833333333333,1.8284736728272089,9.0,-0.01221233174120715,1.7946871278133798,0.6125051109866271,2.469257879257202,-0.03846881747466342,0.49944986561511423,0.11797150363458785,0.6124727010726929,-0.0055664596746604076,82.86946964263916,95.20539909719045,120.57588958740234,0.04375506928766014
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0037_clip_208.mp4,No Panic,train,48,30.0,640,360,2.2916666666666665,1.5540046832476262,4.0,-0.024641771602257966,4.743038322063202,1.6808341582545092,6.6124725341796875,0.08868328778970917,0.7499636956985961,0.08456743182286074,0.8457922220230103,0.0015473229040380537,72.41634661040894,140.4340880673949,97.36258392333984,-0.24486497583013203
/Users/harinihegde/Downloads/crowd_panic/No Panic/VID-20250924-WA0037_clip_209.mp4,No Panic,train,48,30.0,640,360,4.5,2.48327740429189,8.300000000000004,0.012809379070777229,2.9026475079516145,1.6423412185163546,5.344152641296387,-0.10451131907466607,0.44643293384541854,0.1696277427235338,0.6869687438011169,-0.00833731107103615,109.01363295949996,159.9820946940671,368.82071228027326,0.5963920889897507
