vid_id,frame,person_count,lstm_score,spatial_score,risk_score,risk_level,alert_source,crawling,overcrowding,zone_imbalance,lstm_anomaly,spatial_anomaly,lstm,spatial,density,size,weighted_lstm,weighted_spatial,weighted_density,weighted_size
Test001,30,8,0.6685896371766201,0.0,0.3186358548706481,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.6685896371766201,0.0,0.17600000000000002,0.16,0.2674358548706481,0.0,0.0352,0.016
Test001,31,9,0.6761997977506662,0.0,0.3280799191002665,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.6761997977506662,0.0,0.198,0.18,0.2704799191002665,0.0,0.0396,0.018
Test001,32,9,0.683380717669734,0.0,0.33095228706789365,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.683380717669734,0.0,0.198,0.18,0.2733522870678936,0.0,0.0396,0.018
Test001,33,9,0.69310495789149,0.0,0.334841983156596,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.69310495789149,0.0,0.198,0.18,0.277241983156596,0.0,0.0396,0.018
Test001,34,9,0.6968375572882096,0.0,0.3363350229152839,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.6968375572882096,0.0,0.198,0.18,0.27873502291528385,0.0,0.0396,0.018
Test001,35,9,0.6960601848895198,0.0,0.33602407395580797,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.6960601848895198,0.0,0.198,0.18,0.2784240739558079,0.0,0.0396,0.018
Test001,36,9,0.6757890633167072,0.0,0.32791562532668295,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.6757890633167072,0.0,0.198,0.18,0.2703156253266829,0.0,0.0396,0.018
Test001,37,10,0.6496383003353916,0.0,0.32385532013415663,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.6496383003353916,0.0,0.22,0.2,0.25985532013415663,0.0,0.044000000000000004,0.020000000000000004
Test001,38,10,0.6110087476695457,0.0,0.30840349906781833,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.6110087476695457,0.0,0.22,0.2,0.2444034990678183,0.0,0.044000000000000004,0.020000000000000004
Test001,39,10,0.5836126089681768,0.0,0.29744504358727075,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.5836126089681768,0.0,0.22,0.2,0.23344504358727072,0.0,0.044000000000000004,0.020000000000000004
Test001,40,11,0.5548039974215395,0.0,0.29232159896861587,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.5548039974215395,0.0,0.242,0.22,0.22192159896861582,0.0,0.0484,0.022000000000000002
Test001,41,11,0.5315626532364897,0.0,0.2830250612945959,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.5315626532364897,0.0,0.242,0.22,0.21262506129459588,0.0,0.0484,0.022000000000000002
Test001,42,11,0.5200881314035314,0.0,0.27843525256141255,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.5200881314035314,0.0,0.242,0.22,0.20803525256141256,0.0,0.0484,0.022000000000000002
Test001,43,12,0.5112423035079948,0.0,0.28129692140319795,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.5112423035079948,0.0,0.264,0.24,0.20449692140319795,0.0,0.05280000000000001,0.024
Test001,44,12,0.4950049970024331,0.0,0.2748019988009733,MEDIUM,NONE,False,False,False,False,False,0.4950049970024331,0.0,0.264,0.24,0.19800199880097324,0.0,0.05280000000000001,0.024
Test001,45,12,0.4809397416159615,0.0,0.26917589664638464,MEDIUM,NONE,False,False,False,False,False,0.4809397416159615,0.0,0.264,0.24,0.1923758966463846,0.0,0.05280000000000001,0.024
Test001,46,12,0.47549600673747067,0.0,0.2669984026949883,MEDIUM,NONE,False,False,False,False,False,0.47549600673747067,0.0,0.264,0.24,0.19019840269498828,0.0,0.05280000000000001,0.024
Test001,47,12,0.4649878784355489,0.0,0.2627951513742196,MEDIUM,NONE,False,False,False,False,False,0.4649878784355489,0.0,0.264,0.24,0.18599515137421957,0.0,0.05280000000000001,0.024
Test001,48,11,0.46710967321396757,0.0,0.25724386928558707,MEDIUM,NONE,False,False,False,False,False,0.46710967321396757,0.0,0.242,0.22,0.18684386928558705,0.0,0.0484,0.022000000000000002
Test001,49,11,0.47617593487851695,0.0,0.2608703739514068,MEDIUM,NONE,False,False,False,False,False,0.47617593487851695,0.0,0.242,0.22,0.19047037395140679,0.0,0.0484,0.022000000000000002
Test001,50,10,0.4913034474834767,0.0,0.26052137899339073,MEDIUM,NONE,False,False,False,False,False,0.4913034474834767,0.0,0.22,0.2,0.1965213789933907,0.0,0.044000000000000004,0.020000000000000004
Test001,51,10,0.5191156439468093,0.0,0.27164625757872374,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.5191156439468093,0.0,0.22,0.2,0.20764625757872374,0.0,0.044000000000000004,0.020000000000000004
Test001,52,11,0.5488267310038322,0.0,0.2899306924015329,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.5488267310038322,0.0,0.242,0.22,0.2195306924015329,0.0,0.0484,0.022000000000000002
Test001,53,11,0.5638772481175647,0.0,0.2959508992470259,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.5638772481175647,0.0,0.242,0.22,0.22555089924702587,0.0,0.0484,0.022000000000000002
Test001,54,11,0.5590227493010943,0.0,0.29400909972043776,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.5590227493010943,0.0,0.242,0.22,0.22360909972043774,0.0,0.0484,0.022000000000000002
Test001,55,11,0.5487275218580538,0.0,0.2898910087432216,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.5487275218580538,0.0,0.242,0.22,0.21949100874322156,0.0,0.0484,0.022000000000000002
Test001,56,11,0.5348277977731837,0.0,0.2843311191092735,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.5348277977731837,0.0,0.242,0.22,0.21393111910927348,0.0,0.0484,0.022000000000000002
Test001,57,10,0.5222082824930702,0.0,0.27288331299722807,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.5222082824930702,0.0,0.22,0.2,0.20888331299722807,0.0,0.044000000000000004,0.020000000000000004
Test001,58,10,0.5060201675051701,0.0,0.26640806700206804,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.5060201675051701,0.0,0.22,0.2,0.20240806700206804,0.0,0.044000000000000004,0.020000000000000004
Test001,59,10,0.5033828538530561,0.0,0.26535314154122247,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.5033828538530561,0.0,0.22,0.2,0.20135314154122247,0.0,0.044000000000000004,0.020000000000000004
Test001,60,11,0.5084837783186992,0.0,0.2737935113274797,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.5084837783186992,0.0,0.242,0.22,0.20339351132747968,0.0,0.0484,0.022000000000000002
Test001,61,11,0.5114681777572787,0.0,0.27498727110291155,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.5114681777572787,0.0,0.242,0.22,0.2045872711029115,0.0,0.0484,0.022000000000000002
Test001,62,10,0.5165112030236203,0.0,0.27060448120944813,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.5165112030236203,0.0,0.22,0.2,0.20660448120944813,0.0,0.044000000000000004,0.020000000000000004
Test001,63,10,0.5244697226370197,0.0,0.27378788905480794,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.5244697226370197,0.0,0.22,0.2,0.2097878890548079,0.0,0.044000000000000004,0.020000000000000004
Test001,64,9,0.5282001840335988,0.0,0.2688800736134396,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.5282001840335988,0.0,0.198,0.18,0.21128007361343953,0.0,0.0396,0.018
Test001,65,10,0.5416528276543957,0.0,0.28066113106175833,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.5416528276543957,0.0,0.22,0.2,0.2166611310617583,0.0,0.044000000000000004,0.020000000000000004
Test001,66,9,0.553045461595839,0.0,0.27881818463833563,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.553045461595839,0.0,0.198,0.18,0.22121818463833562,0.0,0.0396,0.018
Test001,67,9,0.5714583032637305,0.0,0.28618332130549223,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.5714583032637305,0.0,0.198,0.18,0.2285833213054922,0.0,0.0396,0.018
Test001,68,9,0.5948299601949152,0.0,0.2955319840779661,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.5948299601949152,0.0,0.198,0.18,0.2379319840779661,0.0,0.0396,0.018
Test001,69,9,0.6297046767118736,0.0,0.30948187068474947,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.6297046767118736,0.0,0.198,0.18,0.25188187068474943,0.0,0.0396,0.018
Test001,70,8,0.6523721900175972,0.0,0.3121488760070389,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.6523721900175972,0.0,0.17600000000000002,0.16,0.26094887600703887,0.0,0.0352,0.016
Test001,71,8,0.6724913471404339,0.0,0.3201965388561736,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.6724913471404339,0.0,0.17600000000000002,0.16,0.2689965388561736,0.0,0.0352,0.016
Test001,72,8,0.6640908580074123,0.0,0.31683634320296494,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.6640908580074123,0.0,0.17600000000000002,0.16,0.2656363432029649,0.0,0.0352,0.016
Test001,73,8,0.6483236523010765,0.0,0.3105294609204306,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.6483236523010765,0.0,0.17600000000000002,0.16,0.2593294609204306,0.0,0.0352,0.016
Test001,74,7,0.6223343198998212,0.0,0.2937337279599285,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.6223343198998212,0.0,0.154,0.14,0.24893372795992852,0.0,0.0308,0.014000000000000002
Test001,75,7,0.5998586274095353,0.0,0.28474345096381415,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.5998586274095353,0.0,0.154,0.14,0.23994345096381414,0.0,0.0308,0.014000000000000002
Test001,76,7,0.5881413548969179,0.0,0.28005654195876717,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.5881413548969179,0.0,0.154,0.14,0.23525654195876716,0.0,0.0308,0.014000000000000002
Test001,77,8,0.5885537923618432,0.0,0.2866215169447373,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.5885537923618432,0.0,0.17600000000000002,0.16,0.2354215169447373,0.0,0.0352,0.016
Test001,78,8,0.5800495318620895,0.0,0.2832198127448358,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.5800495318620895,0.0,0.17600000000000002,0.16,0.23201981274483582,0.0,0.0352,0.016
Test001,79,8,0.5700377358292511,0.0,0.27921509433170044,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.5700377358292511,0.0,0.17600000000000002,0.16,0.22801509433170045,0.0,0.0352,0.016
Test001,80,8,0.5564205058267822,0.0,0.27376820233071286,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.5564205058267822,0.0,0.17600000000000002,0.16,0.22256820233071287,0.0,0.0352,0.016
Test001,81,8,0.5380859770913718,0.0,0.26643439083654874,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.5380859770913718,0.0,0.17600000000000002,0.16,0.21523439083654874,0.0,0.0352,0.016
Test001,82,7,0.5155935585950405,0.0,0.2510374234380162,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.5155935585950405,0.0,0.154,0.14,0.2062374234380162,0.0,0.0308,0.014000000000000002
Test001,83,8,0.5124353968043686,0.0,0.2561741587217474,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.5124353968043686,0.0,0.17600000000000002,0.16,0.20497415872174743,0.0,0.0352,0.016
Test001,84,8,0.5232937781566436,0.0,0.26051751126265743,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.5232937781566436,0.0,0.17600000000000002,0.16,0.20931751126265744,0.0,0.0352,0.016
Test001,85,9,0.5630731180257281,0.0,0.2828292472102913,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.5630731180257281,0.0,0.198,0.18,0.22522924721029125,0.0,0.0396,0.018
Test001,86,9,0.6106867174841416,0.0,0.30187468699365666,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.6106867174841416,0.0,0.198,0.18,0.24427468699365665,0.0,0.0396,0.018
Test001,87,10,0.6733331357248528,0.0,0.3333332542899411,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.6733331357248528,0.0,0.22,0.2,0.2693332542899411,0.0,0.044000000000000004,0.020000000000000004
Test001,88,10,0.7342065534743701,0.0,0.35768262138974805,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.7342065534743701,0.0,0.22,0.2,0.29368262138974804,0.0,0.044000000000000004,0.020000000000000004
Test001,89,10,0.7818968721858623,0.0,0.37675874887434496,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.7818968721858623,0.0,0.22,0.2,0.31275874887434496,0.0,0.044000000000000004,0.020000000000000004
Test001,90,10,0.7865945728237016,0.0,0.3786378291294807,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.7865945728237016,0.0,0.22,0.2,0.3146378291294807,0.0,0.044000000000000004,0.020000000000000004
Test001,91,9,0.784282748074952,0.0,0.37131309922998085,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.784282748074952,0.0,0.198,0.18,0.3137130992299808,0.0,0.0396,0.018
Test001,92,9,0.7797356306598962,0.0,0.36949425226395854,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.7797356306598962,0.0,0.198,0.18,0.3118942522639585,0.0,0.0396,0.018
Test001,93,9,0.771168542205355,0.0,0.36606741688214206,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.771168542205355,0.0,0.198,0.18,0.308467416882142,0.0,0.0396,0.018
Test001,94,9,0.7633983626843555,0.0,0.3629593450737422,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.7633983626843555,0.0,0.198,0.18,0.3053593450737422,0.0,0.0396,0.018
Test001,95,9,0.7613977557905051,0.0,0.3621591023162021,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.7613977557905051,0.0,0.198,0.18,0.30455910231620203,0.0,0.0396,0.018
Test001,96,9,0.7601814428977924,0.0,0.36167257715911705,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.7601814428977924,0.0,0.198,0.18,0.304072577159117,0.0,0.0396,0.018
Test001,97,8,0.7697002112790879,0.0,0.3590800845116352,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.7697002112790879,0.0,0.17600000000000002,0.16,0.3078800845116352,0.0,0.0352,0.016
Test001,98,8,0.762802312550933,0.0,0.35632092502037327,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.762802312550933,0.0,0.17600000000000002,0.16,0.30512092502037325,0.0,0.0352,0.016
Test001,99,8,0.7434644111829753,0.0,0.3485857644731902,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.7434644111829753,0.0,0.17600000000000002,0.16,0.29738576447319015,0.0,0.0352,0.016
Test001,100,7,0.7290367239722729,0.0,0.3364146895889092,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.7290367239722729,0.0,0.154,0.14,0.2916146895889092,0.0,0.0308,0.014000000000000002
Test001,101,7,0.717107742958268,0.0,0.3316430971833072,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.717107742958268,0.0,0.154,0.14,0.2868430971833072,0.0,0.0308,0.014000000000000002
Test001,102,8,0.7269276609526286,0.0,0.34197106438105146,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.7269276609526286,0.0,0.17600000000000002,0.16,0.29077106438105144,0.0,0.0352,0.016
Test001,103,8,0.7337965996159163,0.0,0.3447186398463665,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.7337965996159163,0.0,0.17600000000000002,0.16,0.2935186398463665,0.0,0.0352,0.016
Test001,104,8,0.7472271446942076,0.0,0.35009085787768307,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.7472271446942076,0.0,0.17600000000000002,0.16,0.29889085787768305,0.0,0.0352,0.016
Test001,105,9,0.7622369126483015,0.0,0.36249476505932066,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.7622369126483015,0.0,0.198,0.18,0.3048947650593206,0.0,0.0396,0.018
Test001,106,9,0.7701939010919722,0.0,0.36567756043678895,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.7701939010919722,0.0,0.198,0.18,0.3080775604367889,0.0,0.0396,0.018
Test001,107,9,0.7703825870957546,0.0,0.3657530348383019,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.7703825870957546,0.0,0.198,0.18,0.30815303483830186,0.0,0.0396,0.018
Test001,108,8,0.7669028929352382,0.0,0.3579611571740953,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.7669028929352382,0.0,0.17600000000000002,0.16,0.3067611571740953,0.0,0.0352,0.016
Test001,109,8,0.7647469871848284,0.0,0.35709879487393137,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.7647469871848284,0.0,0.17600000000000002,0.16,0.30589879487393135,0.0,0.0352,0.016
Test001,110,7,0.7547343824973627,0.0,0.3466937529989451,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.7547343824973627,0.0,0.154,0.14,0.3018937529989451,0.0,0.0308,0.014000000000000002
Test001,111,7,0.7437765296025615,0.0,0.3423106118410246,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.7437765296025615,0.0,0.154,0.14,0.2975106118410246,0.0,0.0308,0.014000000000000002
Test001,112,6,0.7280408899480697,0.0,0.3296163559792279,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.7280408899480697,0.0,0.132,0.12,0.2912163559792279,0.0,0.026400000000000003,0.012
Test001,113,5,0.7213071498679917,0.0,0.3205228599471967,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.7213071498679917,0.0,0.11,0.1,0.2885228599471967,0.0,0.022000000000000002,0.010000000000000002
Test001,114,4,0.7150640516816643,0.0,0.31162562067266575,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.7150640516816643,0.0,0.08800000000000001,0.08,0.28602562067266574,0.0,0.0176,0.008
Test001,115,4,0.6887227939603011,0.0,0.3010891175841205,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.6887227939603011,0.0,0.08800000000000001,0.08,0.2754891175841205,0.0,0.0176,0.008
Test001,116,3,0.657367654646555,0.0,0.282147061858622,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.657367654646555,0.0,0.066,0.06,0.262947061858622,0.0,0.013200000000000002,0.006
Test001,117,4,0.6156880557749658,0.0,0.27187522230998634,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.6156880557749658,0.0,0.08800000000000001,0.08,0.24627522230998633,0.0,0.0176,0.008
Test001,118,4,0.5857675994187567,0.0,0.2599070397675027,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.5857675994187567,0.0,0.08800000000000001,0.08,0.23430703976750267,0.0,0.0176,0.008
Test001,119,5,0.5806291224577537,0.0,0.2642516489831015,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.5806291224577537,0.0,0.11,0.1,0.23225164898310147,0.0,0.022000000000000002,0.010000000000000002
Test001,120,6,0.611670834260635,0.0,0.283068333704254,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.611670834260635,0.0,0.132,0.12,0.244668333704254,0.0,0.026400000000000003,0.012
Test001,121,7,0.6425874039525695,0.0,0.30183496158102785,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.6425874039525695,0.0,0.154,0.14,0.25703496158102784,0.0,0.0308,0.014000000000000002
Test001,122,7,0.6702153845899206,0.0,0.31288615383596824,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.6702153845899206,0.0,0.154,0.14,0.26808615383596823,0.0,0.0308,0.014000000000000002
Test001,123,7,0.6873802986323626,0.0,0.31975211945294507,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.6873802986323626,0.0,0.154,0.14,0.27495211945294507,0.0,0.0308,0.014000000000000002
Test001,124,7,0.6906371165421651,0.0,0.32105484661686606,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.6906371165421651,0.0,0.154,0.14,0.27625484661686606,0.0,0.0308,0.014000000000000002
Test001,125,7,0.6931554730653354,0.0,0.32206218922613417,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.6931554730653354,0.0,0.154,0.14,0.27726218922613416,0.0,0.0308,0.014000000000000002
Test001,126,6,0.6952528568467805,0.0,0.3165011427387122,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.6952528568467805,0.0,0.132,0.12,0.2781011427387122,0.0,0.026400000000000003,0.012
Test001,127,6,0.6806301940286758,0.0,0.3106520776114703,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.6806301940286758,0.0,0.132,0.12,0.2722520776114703,0.0,0.026400000000000003,0.012
Test001,128,5,0.6837461958618719,0.0,0.3054984783447488,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.6837461958618719,0.0,0.11,0.1,0.2734984783447488,0.0,0.022000000000000002,0.010000000000000002
Test001,129,5,0.6903780487427515,0.0,0.30815121949710067,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.6903780487427515,0.0,0.11,0.1,0.27615121949710064,0.0,0.022000000000000002,0.010000000000000002
Test001,130,4,0.693580833730549,0.0,0.30303233349221964,MEDIUM,MEMBER3_LSTM,False,False,False,True,False,0.693580833730549,0.0,0.08800000000000001,0.08,0.27743233349221963,0.0,0.0176,0.008
